step,t,motion_id,phase,phase_label,mode,base_x,base_y,base_z,upright_cos,com_x,com_y,com_z,com_vx,com_vy,com_vz,lin_momentum_norm,ang_momentum_norm,momentum_norm,cp_x,cp_y,cp_margin,com_margin,support_area,support_mode,contact_left,contact_right,grf_left,grf_right,grf_total,torque_norm,torque_max,tracking_err_rms,head_force,torso_force,push_force,force_N,trial
98,1.96,horse_stance_hold,0.42608695652173917,hold,nominal,-0.07120167097513493,-7.686470711039236e-05,0.6920489061582912,0.993488526608934,-0.020852201311893553,-0.00010478772652729991,0.6193675469905564,0.012612384299327884,-0.0005783649139410261,0.001590828310741656,0.4242815606415459,0.07461971002969557,0.43079338879019674,-0.01768309422606878,-0.00025011317042933953,0.035226741184040594,0.03205749334384713,0.06623313352546437,double,1,1,163.9431757191447,163.99283405187475,327.9360097710195,74.70547163799148,30.864446085448005,0.047714571129213776,0.0,0.0,0.0,240.0,0
99,1.98,horse_stance_hold,0.43043478260869567,hold,nominal,-0.07087413794588664,-8.096507015863007e-05,0.692094737303622,0.9935525693572166,-0.020564327889994613,-0.0001225078851258747,0.6193926230098259,0.01586819071753533,-0.0009974539201926703,0.0011910493405243483,0.5315931063303448,0.0925606837744985,0.5395912442569357,-0.016577055346546625,-0.00037314267393918465,0.03635609764306213,0.03236855294324744,0.06649224078076187,double,1,1,164.0359042297969,163.9759976389867,328.01190186878364,74.20387272392817,30.775428487728362,0.04741058628314931,0.0,0.0,0.0,240.0,0
100,2.0,horse_stance_hold,0.4347826086956522,hold,nominal,-0.07048640523298644,-8.967435618814824e-05,0.6921479627580167,0.9936284658066378,-0.020215107557240063,-0.00014010632031945356,0.6194232322638916,0.018737490256658912,-0.0008058425245691009,0.0017948541506300423,0.628163772481878,0.1071602210139803,0.6372386036850167,-0.015506736716908522,-0.00034259904440409587,0.03744315082273783,0.032734543151438526,0.06674473255026872,double,1,1,164.0257935516185,163.95714997376626,327.98294352538477,73.68513818050181,30.642767727947593,0.04710749668533995,0.0,0.0,0.0,240.0,0
101,2.02,horse_stance_hold,0.4391304347826087,hold,nominal,-0.07004041445955186,-0.00010471288933643908,0.6922184866116071,0.993716442019782,-0.019809794731614955,-0.0001550087524736299,0.6194644239032485,0.021505476381500063,-0.0007033855127653777,0.002256528152029733,0.7213348061478738,0.12294587470494849,0.7317373782084359,-0.014405702549972262,-0.0003317618772491422,0.0385526298616636,0.03314832369802065,0.06699103824581742,double,1,1,163.91183557150075,163.83713124166826,327.748966813169,73.15973105539014,30.504508034423594,0.04679820668447082,0.0,0.0,0.0,240.0,0
102,2.04,horse_stance_hold,0.44347826086956527,hold,nominal,-0.06953480290064958,-0.0001205791498064214,0.6923027516054449,0.9938165548885999,-0.019349794362075474,-0.0001683141545836915,0.6195134683761713,0.0242146022317791,-0.0006380130582725528,0.0025958554211703583,0.8122469408686647,0.13847176976792225,0.8239657298535932,-0.01326468746438372,-0.0003286462395194709,0.03970147758315924,0.03361617215138792,0.06723696770755719,double,1,1,163.80170904397968,163.7566649367652,327.55837398074493,72.6312088738847,30.363003723770852,0.046483081481824014,0.0,0.0,0.0,240.0,0
103,2.06,horse_stance_hold,0.44782608695652176,hold,nominal,-0.06897117696782297,-0.00013560999026027905,0.6923976870389286,0.9939280408860928,-0.01883619392987661,-0.0001805550655149097,0.6195681202651959,0.02687033238591535,-0.0005932371027310286,0.0028318682507755045,0.9010662893771005,0.15331676862680893,0.9140166789473719,-0.012083406690754004,-0.00032964157027269927,0.04089087878176097,0.034137903729249575,0.06748299733533719,double,1,1,163.71982652145329,163.69293703173966,327.4127635531929,72.10286176167862,30.227121838594485,0.046163615931130685,0.0,0.0,0.0,240.0,0
104,2.08,horse_stance_hold,0.4521739130434783,hold,nominal,-0.06835124733778954,-0.00014974442219975914,0.6925012167080244,0.9940497396285468,-0.018270082535205217,-0.00019216093425952605,0.6196269885024633,0.029471667809714597,-0.0005755122568835448,0.0030366314703927154,0.9880075460620366,0.16735616327504824,1.00208133225885,-0.010863201445621721,-0.00033679987630572876,0.04211993160654992,0.03471286562707397,0.06772867399196862,double,1,1,163.73612366120796,163.68452410664767,327.42064776785566,71.56366548565575,30.05882093426025,0.04584155520240403,0.0,0.0,0.0,240.0,0
105,2.1,horse_stance_hold,0.4565217391304348,hold,nominal,-0.06767583065547451,-0.00016237736624386657,0.6926126793512358,0.9941804119803253,-0.0176529095778701,-0.00020317018407989515,0.6196890161732462,0.0319237619351061,-0.00041311770725155887,0.0029762173461060464,1.0690789810292223,0.18237475958658517,1.0845231305107075,-0.009629361504904808,-0.0003070009854329459,0.04336309568823193,0.035339414166278615,0.06797388635257892,double,1,1,163.2176629445005,163.77275388399258,326.990416828493,70.89354133679701,29.799349582557987,0.04551635457392587,0.0,0.0,0.0,240.0,0
106,2.12,horse_stance_hold,0.46086956521739136,hold,nominal,-0.06694859561589943,-0.0001624425186674714,0.6927252709477373,0.9943233815237204,-0.016989842972647072,-0.00020811196930145922,0.6197443896968552,0.03409803827664789,-0.00024680967312539436,0.002514310136254725,1.1399837610047039,0.19760025599269326,1.156982643138093,-0.008419440992724077,-0.0002701465677160743,0.04457161513160235,0.03600113344591157,0.06822908046174196,double,1,1,163.35074973786362,163.2760383004196,326.6267880382832,70.28042852090603,29.647602078032453,0.04515986563688576,0.0,0.0,0.0,240.0,0
107,2.14,horse_stance_hold,0.4652173913043479,hold,nominal,-0.06618289212147765,-0.00016442389253430785,0.6928354862503666,0.9944754105674777,-0.0162840087326365,-0.00021271477042822864,0.6197962081803757,0.03624390512039999,-0.0002591131479718702,0.002681296975076091,1.2117462527295768,0.20796210257104192,1.229462165790367,-0.007173871090748279,-0.00027784451941650863,0.04580990354881882,0.03669968032582287,0.06849639855752546,double,1,1,163.79486486644902,163.88844881686865,327.68331368331764,69.69852298431341,29.51491836926109,0.044784071769288634,0.0,0.0,0.0,240.0,0
108,2.16,horse_stance_hold,0.4695652173913044,hold,nominal,-0.06537851234002212,-0.0001698848008626143,0.69295239344967,0.9946303353010075,-0.015536209404722631,-0.00021846235860752575,0.6198551554467384,0.03831370980366255,-0.000310548716686959,0.0031973959733167063,1.2819051870702265,0.21706884461939324,1.3001537570387398,-0.005905355151028071,-0.00029652447904458346,0.047074022021887776,0.03744306203089464,0.06876610699913402,double,1,1,163.98517428990806,164.08230473487438,328.0674790247824,69.1152979760535,29.35984612365752,0.044414804681614496,0.0,0.0,0.0,240.0,0
109,2.18,horse_stance_hold,0.47391304347826096,hold,nominal,-0.06453044778649217,-0.00017738484756365096,0.6930833794322663,0.9947876319917077,-0.0147480616154476,-0.0002252501982767498,0.619925803034857,0.0402871805026506,-0.0003630966041498231,0.0038056481690139153,1.349254561176643,0.2261859607390598,1.3680818541634954,-0.004620562187867584,-0.0003165263959357457,0.04835688434076053,0.038229258174656215,0.06903436699550675,double,1,1,163.99457639325607,164.07396035959604,328.0685367528521,68.52667455430311,29.18501643057448,0.04405150469144864,0.0,0.0,0.0,240.0,0
110,2.2,horse_stance_hold,0.47826086956521746,hold,nominal,-0.06363722530270674,-0.00018664736565709677,0.6932301486606386,0.9949484967366194,-0.013921471929219317,-0.0002330890611311448,0.6200080248315271,0.042168708152996254,-0.0004153553470773263,0.0043438209426139044,1.4134604471114094,0.23541765846520726,1.4329312298451822,-0.0033202860807338853,-0.00033750912568595703,0.04965603441974373,0.039054700611510715,0.06929966357915587,double,1,1,163.9011954761862,163.97735823820977,327.87855371439593,67.93652023887677,28.99732885434213,0.04368969433312914,0.0,0.0,0.0,240.0,0
111,2.22,horse_stance_hold,0.482608695652174,hold,nominal,-0.06270043081024772,-0.00019757465042669796,0.6933907208120093,0.9951136470398918,-0.01305818341986215,-0.00024195368468100942,0.6200995347408805,0.043966082920473014,-0.00046563171022502033,0.0047431762099886515,1.4744669053861656,0.24456715010358226,1.4946122393413097,-0.0020043230665025627,-0.0003590218326493751,0.05097061020483444,0.0399165812120828,0.06956106294504806,double,1,1,163.77058808195014,163.85897843447987,327.62956651643003,67.34903888407568,28.802549330532152,0.04332769894082409,0.0,0.0,0.0,240.0,0
112,2.24,horse_stance_hold,0.4869565217391305,hold,nominal,-0.06172302626991328,-0.00021005256482026322,0.6935617546102705,0.995283031467282,-0.012159872787359916,-0.0002517892401738624,0.6201974205933981,0.045678441867489095,-0.0005125728273378334,0.004998868209283264,1.5321593300197052,0.2534564306086392,1.5529817689796954,-0.0006745883411902708,-0.000380669396340976,0.05229802272826118,0.040812550138794056,0.06981792143072321,double,1,1,163.64719795325533,163.76022605628685,327.4074240095422,66.76709521294167,28.60401251169606,0.042965904779821734,0.0,0.0,0.0,240.0,0
113,2.2600000000000002,horse_stance_hold,0.49130434782608695,hold,nominal,-0.06070837472924498,-0.00022393182624936775,0.6937400944398797,0.9954560891179894,-0.01122833223476551,-0.0002625153140586659,0.620299123527889,0.04729639514224798,-0.0005549444421597053,0.005143123471569564,1.5863197784538459,0.26198465998927195,1.607807949222653,0.0006647417569295069,-0.0004020607337896038,0.05363363238774913,0.04174035251298258,0.07006977166754738,double,1,1,163.55359027844727,163.70142739155534,327.25501767000264,66.19203919428172,28.41022133227496,0.042605503732849985,0.0,0.0,0.0,240.0,0
114,2.2800000000000002,horse_stance_hold,0.49565217391304345,hold,nominal,-0.059659868299185445,-0.00023903260647092426,0.6939235100294486,0.9956320508851263,-0.010265602960703718,-0.0002740277103986418,0.6204029137443583,0.048805601069032395,-0.000591595280501286,0.005221828006549621,1.6366406146216679,0.27011222869576074,1.6587806116301764,0.0020080001776500538,-0.0004228017349440139,0.054971446465831325,0.0426976220212785,0.07031626661967669,double,1,1,163.49431273696393,163.68583536311496,327.18014810007884,65.62405827064576,28.213987287358428,0.04224767433307447,0.0,0.0,0.0,240.0,0
115,2.3000000000000003,horse_stance_hold,0.5,hold,nominal,-0.05858085984485028,-0.00025514975276588097,0.6941108357950169,0.9958101331022501,-0.009274029551658099,-0.0002862002770908007,0.6205079606267655,0.05019077639427118,-0.0006214753202514447,0.005277102838993791,1.6827694459431717,0.27782665856616473,1.7055499583447942,0.0033489851739376443,-0.0004425017468569416,0.05630505737760707,0.04368180874288621,0.07055715916156574,double,1,1,163.46180298516433,163.70504862759526,327.1668516127596,65.06270961372984,28.013610510766593,0.04189321132944371,0.0,0.0,0.0,240.0,0
116,2.32,horse_stance_hold,0.5043478260869565,hold,nominal,-0.05747469241689958,-0.00027205763550603915,0.6943017411256542,0.9959896139642589,-0.008256241097734514,-0.00029888725194452466,0.6206141330042095,0.05143896019460229,-0.0006436660414276521,0.0053370922202754575,1.724373916405224,0.28511062649301194,1.7477853051556214,0.004681799454155146,-0.00046078355222664276,0.05762848140269665,0.04469019759545928,0.07079229938978322,double,1,1,163.4426959622067,163.74491655718128,327.187612519388,64.5074154210635,27.807712686376558,0.04154247292407519,0.0,0.0,0.0,240.0,0
117,2.34,horse_stance_hold,0.5086956521739131,hold,nominal,-0.056344723148473365,-0.0002895170035173277,0.694496337083541,0.9961698296925139,-0.007215080556586231,-0.00031192496230462844,0.620721672139553,0.052541537047359886,-0.0006571469693760506,0.0054124294289675965,1.761201242848783,0.2919216312472417,1.7852305331811207,0.006001427473585874,-0.00047722633500587203,0.058936731820478774,0.04571997490541067,0.07102163574057213,double,1,1,163.42152354149712,163.7905655334201,327.21208907491723,63.957591999765334,27.59533519816297,0.041195506438295684,0.0,0.0,0.0,240.0,0
118,2.36,horse_stance_hold,0.5130434782608696,hold,nominal,-0.05519426688148427,-0.00030728890246643504,0.6946947314044145,0.9963501332986053,-0.0061534942075511904,-0.00032512160121789686,0.6208308098833384,0.0534967397620928,-0.0006605589205680621,0.005492874444673884,1.793155051091507,0.2981860674744918,1.8177788556617351,0.007304472288165923,-0.0004912958365261809,0.06022658618991318,0.04676836948781747,0.0712452714679748,double,1,1,163.3804092473713,163.82296438341936,327.2033736307906,64.68336720200284,31.272179976224123,0.04085218669952588,0.0,0.0,240.0,240.0,0
119,2.38,horse_stance_hold,0.5173913043478261,hold,nominal,-0.054027780393816366,0.0027167372163072515,0.6949069586307024,0.9965292268590763,-0.005087254912597558,0.0012976648063662648,0.6209545465951304,0.05309191255645604,0.14635243935769063,0.006603366017067124,5.195379336711558,0.33197578292493385,5.205974872468945,0.008270201706278632,0.03811864686664322,0.06112563679018703,0.04785650357130083,0.07149160472551544,double,1,1,158.11518630882335,170.11392012325305,328.22910643207643,66.1987749898547,34.84492745908749,0.04063491237483758,0.0,0.0,240.0,240.0,0
120,2.4,horse_stance_hold,0.5217391304347826,hold,nominal,-0.052846507084090284,0.01001273829229187,0.6951430185135444,0.9967131255906018,-0.004026953067353952,0.005729482558276342,0.6210848905179942,0.05280399737541884,0.28139036997197586,0.006009276727076748,9.547736171440283,0.4135148796959665,9.556686693366018,0.009259460882234038,0.07653224603647846,0.061991259571600406,0.04898130799849826,0.07176551790853747,double,1,1,166.0074224674598,158.07609147662816,324.08351394408794,68.45928728120097,38.11775752925709,0.041102106131121474,0.0,0.0,240.0,240.0,0
121,2.42,horse_stance_hold,0.5260869565217392,hold,nominal,-0.05161512609916943,0.020561914105054174,0.6953345119349652,0.9969123688591434,-0.0029680436911787636,0.01271700242158644,0.6211500670668694,0.05306351394731635,0.4028846628482158,0.0007160338167973665,13.548664461489983,0.7333379289956881,13.568496350301508,0.010384369734712158,0.11409518454953647,0.06290203473815356,0.05015539791361758,0.07208351291870757,double,1,1,189.18843924619802,136.08574830361044,325.27418754980846,71.45296544380331,40.05791724408416,0.04246142312665502,0.0,0.0,240.0,240.0,0
122,2.44,horse_stance_hold,0.5304347826086957,hold,fall,-0.05036405453044335,0.03373332092984089,0.6954209299363161,0.997102994174338,-0.001906114829743711,0.022014629078892844,0.6211515664257776,0.05244388858569352,0.5142855196652374,5.125861948108195e-05,17.235789059945414,1.1837836564845636,17.276393381267226,0.01129039770996752,0.15142485193383226,0.047863638593973225,0.051381536917724895,0.07240938946047748,double,1,1,212.31526520282705,117.6132153987678,329.92848060159486,78.70057782471098,50.0,0.6041229479902858,0.0,0.0,240.0,240.0,0
123,2.46,horse_stance_hold,0.5347826086956522,hold,fall,-0.05302549716475412,0.047895815583747364,0.678547008657406,0.9982540811283028,-0.0009119128172113912,0.03389499582678815,0.6192432661134115,0.04417790783035775,0.6575595618638879,-0.1697157784268423,22.69010373060362,1.2677033167367162,22.7254896317949,nan,nan,-999.0,-999.0,0.0,no_contact,0,0,0.0,0.0,0.0,69.168514426877,47.04647051057371,0.5098644935134347,0.0,0.0,0.0,240.0,0
124,2.48,horse_stance_hold,0.5391304347826087,hold,fall,-0.07240425743602193,0.06207453626378182,0.6545171920402646,0.9954216359563558,3.7171115620047e-05,0.047014456181566765,0.613298629878766,0.04087062475771994,0.6541509441196074,-0.38987399156218855,25.426541514602345,1.295627583906573,25.459529929477803,nan,nan,-999.0,-999.0,0.0,no_contact,0,0,0.0,0.0,0.0,48.242477811308746,23.807899982574504,0.41750126364413453,0.0,0.0,0.0,240.0,0
125,2.5,horse_stance_hold,0.5434782608695653,hold,fall,-0.09355352686430977,0.07574959872014177,0.633854402516792,0.9952928723028616,0.001007946183859716,0.06012309428060437,0.6033268613667885,0.04494016091626604,0.654029754300123,-0.5900968808795992,29.408113267688137,1.2864805271417714,29.436238858113143,nan,nan,-999.0,-999.0,0.0,no_contact,0,0,0.0,0.0,0.0,53.28086053084173,35.57954365994402,0.3490454901037406,0.0,0.0,0.0,240.0,0
126,2.52,horse_stance_hold,0.5478260869565218,hold,fall,-0.11064780987397539,0.08977632700406504,0.6153291948398194,0.9963550745607592,0.0020416283694270616,0.07323420385568667,0.5894359201770587,0.05009216031397683,0.654545902026088,-0.7843015148789665,34.10048209608942,1.2753681225389066,34.124323334444355,nan,nan,-999.0,-999.0,0.0,no_contact,0,0,0.0,0.0,0.0,54.757997845837295,39.23598653534432,0.2955686370334061,0.0,0.0,0.0,240.0,0
127,2.54,horse_stance_hold,0.5521739130434783,hold,fall,-0.12262939088595597,0.10426708342899499,0.5959580169607761,0.9975422280669151,0.0031214550008828003,0.08635172681406779,0.5716450020715282,0.05333460985822549,0.6551493721907183,-0.9781848684146326,39.29322429173207,1.2736809537017573,39.313861911699625,nan,nan,-999.0,-999.0,0.0,no_contact,0,0,0.0,0.0,0.0,49.05078149626844,36.80514905191771,0.25314350977590994,0.0,0.0,0.0,240.0,0
128,2.56,horse_stance_hold,0.5565217391304348,hold,fall,-0.1301816657584278,0.11905943590650858,0.5737729245761928,0.9982987684395637,0.004226307566534453,0.09947579063658625,0.5499487358158595,0.05498982716104873,0.6557635674506898,-1.1728609327872659,44.83921890045776,1.2758931735674635,44.85736790086467,nan,nan,-999.0,-999.0,0.0,no_contact,0,0,0.0,0.0,0.0,39.71021633472563,24.763060789363056,0.21890523768474413,0.0,0.0,0.0,240.0,0
129,2.58,horse_stance_hold,0.5608695652173914,hold,fall,-0.13398577435380526,0.13393113409173574,0.5476578468870228,0.9984113365718257,0.005342544962624451,0.11260713177248492,0.524339980108229,0.05566625759004441,0.6566097771271674,-1.3681325902341384,50.63049655010466,1.2798107779806611,50.646669155410365,nan,nan,-999.0,-999.0,0.0,no_contact,0,0,0.0,0.0,0.0,25.581956577699483,16.687870383537618,0.19072829021006904,0.0,0.0,0.0,240.0,0
130,2.6,horse_stance_hold,0.5652173913043479,hold,fall,-0.1350275699967125,0.14877423103823953,0.517446910974234,0.9980859858646465,0.006461020313252436,0.12574404192338182,0.49481340300942944,0.05552226720441761,0.656913834709061,-1.5639855159144493,56.58836762145476,1.2815604987787839,56.60287755382176,nan,nan,-999.0,-999.0,0.0,no_contact,0,0,0.0,0.0,0.0,14.056323207531557,10.53691707750736,0.16599791447467174,0.0,0.0,0.0,240.0,0
131,2.62,horse_stance_hold,0.5695652173913044,hold,fall,-0.13472256627361487,0.16363861148743383,0.48330853450614647,0.9976700573980061,0.0075777404172119,0.138882797958033,0.46136468313742385,0.05533146127402806,0.6571534106582029,-1.7601601468069958,62.66960483370228,1.2826870568057578,62.68273012639205,nan,nan,-999.0,-999.0,0.0,no_contact,0,0,0.0,0.0,0.0,72.1639300548274,50.0,0.1432649562186664,0.0,0.0,0.0,240.0,0
132,2.64,horse_stance_hold,0.5739130434782609,hold,fall,-0.13333027862833946,0.17852361231627764,0.4450296845764022,0.996964223976898,0.008863377449386027,0.15184839417851226,0.424941495716324,0.09648732043213305,0.6253509694720135,-1.7517320567255383,62.098168682414226,1.4060994962174014,62.11408591859687,0.028945069969102524,0.2820013078421959,-0.001558068812604147,0.07955677642299853,0.056742628419501284,double,1,1,736.7523856849679,331.0864675714631,1067.8388532564309,150.68450980375098,98.21060379090858,0.12335276509469979,0.0,0.0,0.0,240.0,0
133,2.66,horse_stance_hold,0.5782608695652175,hold,fall,-0.1327418694233146,0.19235707116961803,0.40754049070172443,0.9963657163344589,0.011658341683379288,0.16348779923310244,0.39603917202016947,0.13300630787281967,0.5595153683240109,-1.2090570038019939,44.639381190514506,2.829583577680009,44.728971554185506,0.03838267047536837,0.27590857766384763,0.0066974058585533265,0.0766037154731589,0.05670388385951944,double,1,1,613.9697089142069,533.1623260020899,1147.1320349162968,175.42933703351412,117.3057350219071,0.11595631963321776,0.0,0.0,0.0,240.0,0
134,2.68,horse_stance_hold,0.582608695652174,hold,fall,-0.13278882829779265,0.20414797579216767,0.3794571783799271,0.9933983149931855,0.013301808800143535,0.1744820543204167,0.3771193399519764,0.034005263284981366,0.5481341368496864,-0.7333521853254887,30.546979235972387,2.8023695626245004,30.67525412459451,0.01996912482140473,0.28195316788865543,0.002718062311462686,0.07652948790208557,0.056690442125053885,double,1,1,642.2968686946242,461.4131038609496,1103.7099725555738,171.32314475213892,117.4781851166615,0.12226204524044264,0.0,0.0,0.0,240.0,0
135,2.7,horse_stance_hold,0.5869565217391305,hold,fall,-0.13435458495068459,0.2147772033927807,0.3639484721093159,0.9889665046590028,0.012942476587758905,0.18548194355220027,0.367428119893172,-0.057746471347554555,0.5548387218841694,-0.2870911375936566,20.91746787346574,2.6524395430843324,21.084968526587573,0.0017667146251804239,0.29286072079520753,-0.006453353092101197,0.07890367263880613,0.05665094152102293,double,1,1,630.1044135627563,406.71762529368704,1036.8220388564434,152.26096879501662,107.66248937986187,0.12779793012277121,0.0,0.0,0.0,240.0,0
136,2.72,horse_stance_hold,0.5913043478260871,hold,fall,-0.13715293213615817,0.22505418065021193,0.36004397079072875,0.9840256828345704,0.011027813255320318,0.19674409630841233,0.3660677852983719,-0.12344114357999152,0.5712892118457601,0.09923637454391873,19.765897170117462,2.536371990720716,19.927967127004454,-0.012817673312426003,0.30710170344236426,-0.01947171133143056,0.08311963631306223,0.05658804605308234,double,1,1,581.8977719941731,326.39067020583127,908.2884422000044,125.58843177702289,92.04328609830165,0.1267866244255326,0.0,0.0,0.0,240.0,0
137,2.74,horse_stance_hold,0.5956521739130436,hold,fall,-0.14077655378143042,0.2354465073806063,0.36530189048505884,0.9792803454777994,0.00805688303422958,0.20838364358444314,0.3714378332498157,-0.16587932428903965,0.5904014378050414,0.3904103286102592,24.23857531183457,2.402258620641704,24.35732702141029,-0.024220686287869185,0.32326669738452524,-0.034846643179990866,0.07792592319223741,0.05650537799436195,double,1,1,504.5832203249013,224.10315748583625,728.6863778107374,98.55685210036118,74.16082649154734,0.11943048687031649,0.0,0.0,0.0,240.0,0
138,2.7600000000000002,horse_stance_hold,0.6,hold,fall,-0.1448373495787749,0.24611534082389736,0.37659128962011856,0.9750578785576663,0.004479620604084798,0.2203508025066851,0.38137325666188976,-0.1867300727120609,0.6030038068726327,0.5654546518962913,28.255918073051838,2.221972697916131,28.343148534016155,-0.03233792897613611,0.3392450022151027,-0.05039559946299865,0.06595846111503388,0.05640454429027176,double,1,1,415.77621699529436,112.22618342292121,528.0024004182155,77.5005881249097,57.14344947063458,0.10844591370774818,0.0,0.0,0.0,240.0,0
139,2.7800000000000002,horse_stance_hold,0.6043478260869565,hold,fall,-0.14897179521505444,0.2568406025136302,0.3906035013048117,0.9713823163171484,0.0006718274425181808,0.23245733619953782,0.3935339595178057,-0.19320314300115946,0.6059765580497021,0.6279886285019789,29.80080365356813,1.9960178276204188,29.867574149346282,-0.038024592822661005,0.3538276368938557,-0.06479091095480966,0.0538479286574767,0.05622492028306709,double,1,1,332.5684617226191,26.952795482889783,359.52125720550885,63.5698139779483,42.737048302773594,0.09609499415232378,0.0,0.0,0.0,240.0,0
140,2.8000000000000003,horse_stance_hold,0.6086956521739131,hold,fall,-0.1530491799689433,0.2675349751541833,0.40457671590502053,0.9680383347818938,-0.0032202060573244926,0.2445557398031892,0.4060215478094992,-0.19528433786534044,0.6046749586665362,0.6130500844782264,29.438513802166174,1.7927670137170324,29.493051867275454,-0.04294918934413731,0.3675718587066025,-0.07840537310656041,0.010089160259274728,0.009034546947304512,single_left,1,0,261.55615180360553,0.0,261.55615180360553,52.73561591022796,31.838738983274162,0.08453227856326952,0.0,0.0,0.0,240.0,0
141,2.82,horse_stance_hold,0.6130434782608696,hold,fall,-0.1568329740827304,0.2783103572408442,0.41670626263912847,0.9647199643197141,-0.007076787167325229,0.25661938902742276,0.41770433580376504,-0.18996322170690785,0.6011480678530813,0.5560474679594738,28.027465354551328,1.7015299197804772,28.07906726136898,-0.0462752931348901,0.3806650117189872,-0.091403623544637,0.021356172812758287,0.008972965050721952,single_left,1,0,211.43238669871008,0.0,211.43238669871008,44.52489275179654,24.32243465488211,0.0745609419472907,0.0,0.0,0.0,240.0,0
142,2.84,horse_stance_hold,0.6173913043478261,hold,fall,-0.16008534249120032,0.2893770537470405,0.4262490493258565,0.9606482062366791,-0.010734518369944816,0.26855889149949785,0.42796666398203803,-0.17645306402681968,0.5932675651657585,0.47494563548624796,26.011977051224825,1.7669952469322756,26.071924024055612,-0.04758979464424472,0.39247309009591275,-0.10316674858146892,0.018220964391002688,0.008906965516508051,single_left,1,0,177.45512137167094,0.0,177.45512137167094,38.65831444790252,19.776646148714505,0.06595284684262138,0.0,0.0,0.0,240.0,0
143,2.86,horse_stance_hold,0.6217391304347827,hold,fall,-0.16286692368836705,0.3008117612178527,0.43304507553603017,0.9552082930467033,-0.014062172739171116,0.2803164925261733,0.43641192818263813,-0.15805639857801748,0.5834600902157654,0.3771386548662021,23.75520844550732,1.9379323609377952,23.83412490789356,-0.0473991243396418,0.4033787725940582,-0.11407039008685434,0.006736229371437039,0.008834978102671915,single_left,1,0,154.41873537830972,0.0,154.41873537830972,34.689317160335754,18.11553310296138,0.05851627816809178,0.0,0.0,0.0,240.0,0
144,2.88,horse_stance_hold,0.6260869565217392,hold,fall,-0.16522938003516016,0.31247645530365126,0.4370488241996663,0.9482428186018106,-0.017009754804271086,0.2918716145271567,0.4427775404871333,-0.13920455425457462,0.5734225156636114,0.2691484076563196,21.62378456197641,2.160357047635099,21.731433485990657,-0.04658386808672986,0.41369566351577547,-0.12437057862713521,-0.0045179932442146785,0.008755830722477952,single_left,1,0,142.32207368818374,0.0,142.32207368818374,32.64320800564192,18.835861456278142,0.05225913461559349,0.0,0.0,0.0,240.0,0
145,2.9,horse_stance_hold,0.6304347826086957,hold,fall,-0.16724960747373147,0.3241435734402664,0.4383127510622421,0.9397503664594455,-0.019601379962461724,0.3032341241039474,0.4469268552799906,-0.12248266344866407,0.5643700797564492,0.15682888075825424,19.952128535986716,2.3909552477671907,20.09487745952587,-0.045744555796203346,0.4236954678969784,-0.13428682091960625,-0.01553996328060654,0.008669036706815668,single_left,1,0,139.08420218967274,0.0,139.08420218967274,32.84610826156364,21.630104847578103,0.0471796022771054,0.0,0.0,0.0,240.0,0
146,2.92,horse_stance_hold,0.6347826086956522,hold,fall,-0.169011681990775,0.3356180611651655,0.436980862537378,0.9297873438240348,-0.02189787202859028,0.31443596991096734,0.4488331722479225,-0.10965281773816161,0.5575034009438157,0.04566314577076638,19.00500386184543,2.59746223161271,19.181683498416252,-0.045352457732106916,0.4336851745110966,-0.1441181308696982,-0.026393246272968334,0.00857421375374041,single_left,1,0,145.15038737049838,0.0,145.15038737049838,35.308284599407834,25.95371210979123,0.043333946773958194,0.0,0.0,0.0,240.0,0
147,2.94,horse_stance_hold,0.6391304347826088,hold,fall,-0.17063619035502298,0.34677509540041884,0.43330453329923574,0.9184680815714874,-0.0239948221054865,0.3255375016507999,0.44857551842656074,-0.10209375175721008,0.5542396677319126,-0.059533308949935713,18.894427192203178,2.7578330884726165,19.094633336760918,-0.045826265177959326,0.4440545660777225,-0.15424202631672415,-0.037146613683552265,0.008470723768370957,single_left,1,0,157.99343066870327,0.0,157.99343066870327,39.61943198985823,31.233204974330157,0.04079776892739788,0.0,0.0,0.0,240.0,0
148,2.96,horse_stance_hold,0.6434782608695653,hold,fall,-0.1722614174333609,0.35757720268235244,0.4276125210661538,0.9059355896039568,-0.02600058109319894,0.3366229581845967,0.44631272245578146,-0.09990737647193433,0.5555817527329984,-0.15536216671802405,19.520661244228965,2.866635137851037,19.730023122781812,-0.04731054354429004,0.4551269836864321,-0.1649827096661897,-0.04788645454984783,0.0083570446379848,single_left,1,0,175.67317555930543,0.0,175.67317555930543,45.208208156627684,36.97468408549972,0.0396064270492503,0.0,0.0,0.0,240.0,0
149,2.98,horse_stance_hold,0.6478260869565218,hold,fall,-0.17401398835404597,0.3680695101040116,0.4202658908984012,0.8923211865794727,-0.02801628678428815,0.3477924346872649,0.44225966455204624,-0.10241341925871071,0.5621567339426423,-0.23949027447164034,20.657098945317603,2.9317037683341787,20.8640989218779,-0.04976136772172153,0.4671531958803469,-0.17660060989819737,-0.05870992526554105,0.008230799888848003,single_left,1,0,196.42561884069517,0.0,196.42561884069517,51.52599738082968,42.74208618453891,0.039708599557037316,0.0,0.0,0.0,240.0,0
